Comentario,Polaridad,Aspectos
los nombres de los metodos son adecuados expresan claramente una accion u operacion de la propia clase faltan metodos para algunas clases los argumentos tipo de datos y tipos de valor de retorno son visibles y adecuados,1,"nombres, metodos"
las cardinalidades se pueden apreciar en su totalidad algunas cardinalidades no son adecuadas la direccion de navegacion de las asociaciones se especifica de forma poco correcta los tipos de asociaciones no son empleados correctamente,-1,"cardinalidades, totalidad"
los nombres de todas las clases son adecuados pues cumplen con la regla de ser sustantivos y empezar con mayusculas faltaria una superclase llamada vehiculo se encuentran los metodos y atributos mas importantes en cada clase del diagrama,1,"nombres, clases"
los atributos cumplen con norma de ser sustantivos ademas de especificar funcionalidades directas de la clases los tipos de datos se encuentran detallados a un lado del atributo las clases cuentan con la mayoria de atributos requeridos,1,"atributos, norma"
los metodos son verbos por lo que si definen una accion no se indican parametros en ninguna funcion o metodo los metodos indican la mayoria de las funciones requeridas,1,"metodos, accion"
las cardinalidades descritas coinciden en casi todas las relaciones de los clases no existen roles en ningun lugar del diagrama la direcciones de navegacion de las asociaciones son en su mayoria correctas,0,"cardinalidades, relaciones"
el diagrama consta de una correcta estructura y orden de las clases cada una posee sus atributos y metodos importantes los nombres estan en mayuscula las clases esta desarrolladas de un manera correcta,1,"diagrama, estructura"
el diagrama posee los nombres claros debido que con el nombre ya se sabe a que se esta refiriendo posee sus argumentos tipo de dato y visibilidad,1,"diagrama, nombres"
los metodos del diagrama esta correctos debido a que constan de verbos acompanada del nombre de la clases esto permite identificarlos rapidamente para saber a que clase pertenece ese metodo,1,"metodos, diagrama"
las direcciones de navegacion no estan correctas debido a que algunas flechas estan en sentido contrario,-1,"direcciones, navegacion"
las clases son correctas y sus nombres tambien pero hacen falta clases respecto a la informacion proporcionada en los casos de uso,0,"clases, nombres"
los atributos de las clases son redundantes y algunos de ellos hacen falta atributos importantes tambien se puede observar que el tipo de dato asignado en alguno de ellos no es el adecuado,-1,"atributos, clases"
los metodos no tienen argumentos y todos en algunas clases no existen ningun tipo de metodos tampoco se puede observar que los metodos cuenten con los atributos necesarios,-1,"metodos, argumentos"
la generalizacion fue aplicada correctamente las distintas clases tienen cardinalidades no correspondientes lo que generaria anomalias,0,"generalizacion, clases"
los nombres de las clases son adecuados son sustantivos y empiezan con mayusculas globalmente se detectan todas las clases medianamente correctas para cada clase se indica la estructura adecuada atributos y metodos la informacion reportada es detallada y algo coherente,1,"nombres, clases"
los nombres de los atributos son adecuados son sustantivos etc expresan claramente una propiedad de la clases se indica el tipo de datos y la visibilidad adecuada se han detectado todos los atributos correctamente,1,"nombres, atributos"
los nombres de los metodos son adecuados son verbos y expresan con claridad la accion y operacion de la clase no tienen argumentos tienen el tipo de dato valor de retorno y visibilidad adecuada los metodos indican funcionalidad medianamente correcta de los requerimientos descritos,1,"nombres, metodos"
todas las cardinalidades se denotan correctamente todos los roles se especifican medianamente adecuados la direccion de navegacion de todas las asociaciones se especifican medianamente correctas,1,"cardinalidades, roles"
las clases tiene los nombres como las especificaciones piden tienen una buena estructura,1,"clases, nombres"
son sustantivos son especificos pero hay algunos tipos de datos que no deberian de ir en la clase que lo han puesto,0,"tipos, datos"
los metodos estan incorrectamente,-1,metodos
hay cardinalidades que no estan bien puestas o que no debieran de efectuarse asi,-1,cardinalidades
las clases estan correctas,1,"clases, correctas"
no tiene tipo de datos y aparte todos los atributos son publicos,-1,"tipo, datos"
los metodos no tiene el tipo de retorno,-1,"metodos, tipo"
no tiene cardinalidades,-1,cardinalidades
las clases si inician con mayusculas tambien la generalizacion que se realiza de persona con demas involucrados es correcta y la estructura es correcta es decir que cada clase cumple con tener sus atributos y metodos importantes,1,"clases, mayusculas"
los atributos son los correctos cada clase cuenta con los atributos que necesita tener,1,"atributos, correctos"
los metodos que tienen cada una de las clases sobre todo los principales pero a causa de que faltan algunos casos de uso no es posible tener los metodos de por ejemplo de registrarpaciente,-1,"metodos, clases"
no se si es por la herramienta que estan usando pero yo no encuentro las asociaciones entre las clases quizas las flechas signifiquen algo pero personalmente no conozco,-1,"herramienta, asociaciones"
los nombres de las clases son los adecuados la estructura no es adecuada,0,"nombres, clases"
no posee los tipos de datos en los atributos,-1,"tipos, datos"
los metodos no contienen un tipo de valor de retorno,-1,"metodos, tipo"
no contiene cardinalidades la direccion de la navegacion es confusa,-1,"cardinalidades, direccion"
en el diagrama de clases hay nombres de clases demas la estructura esta correcta mas no la informacion,0,"diagrama, clases"
algunos sustantivos no son lo adecuados y ningun atributo tiene su respectivo tipo de dato,-1,"sustantivos, tipo"
no todos los metodos empiezan con un verbo como por ejemplo personalnomedico paciente entre otros por lo tanto no son los adecuados ya que tienen el mismo nombre de la clase y esa no es una funcionalidad,-1,"metodos, verbo"
las asociaciones no son las correctas y no tienen cardinalidades,-1,"asociaciones, correctas"
no se entiende la informacion colocada en el diagrama y esta muy confuso el nombre de las clases esta bien y los metodos igual,-1,"informacion, diagrama"
los nombres de los atributos estan bien pero la visibilidad esta mal esta publica cuando deberia ser privada y tampoco se ve el tipo de dato que es cada atributo,0,"nombres, atributos"
el nombre de los metodos no son verbos no se muestra el tipo de dato que retorna si se aprecia la visibilidad y en lo que va en la funcionalidad la mayoria tiene metodos del nombre de la clase que no hace referencia a nada,-1,"nombre, metodos"
no hay ninguna cardinalidad y la asociacion tampoco estan del todo correctas,-1,cardinalidad
algunos nombres de clases son palabras compuestas y no sustantivos propios,-1,"nombres, clases"
el nombre de algunos atributos son palabras compuestas y no solo un sustantivo o adjetivo no muestra el tipo de dato que cada atributo maneja,-1,"nombre, atributos"
el nombre de algunos metodos son verbos compuestos en la clase persona hay un metodo que se llama persona y no indica nada asi como con la mayoria de las clases sucede lo mismo no se indica el tipo de dato ni el valor de retorno no indican una funcionalidad adecuada,-1,"nombre, metodos"
no tiene cardinalidades en ninguna clase los roles se confunden unos de otros la direccion de navegacion no es la correcta,-1,"cardinalidades, clase"
existe clases que no son necesarias por ejemplo operacion no medica o operacion medica,-1,"clases, ejemplo"
el tipo de visibilidad no es la correcta ya que se estan dejando todos los atributos de forma publica tampoco se indica el tipo de datos va a contener ese atributo,-1,"tipo, visibilidad"
los metodos no especifica el tipo de valor de retorno la funcionalidad no es la correcta de los requerimientos descritos,-1,"metodos, tipo"
